Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20161115T084013.735895,256,65,7680,1,49601,49601,0,15297,59,256,65,7936,1,49858,49858,0,
20160817T023015.274957,1,51400,51400,0,15304,59,256,65,9728,1,51657,51657,0,15305,59,256,
20161115T110517.735895,256,65,12032,1,53970,53970,0,15314,59,256,65,12288,1,54227,54227,0,
20160817T023049.274957,1,55769,55769,0,15321,59,256,65,14080,1,56026,56026,0,15322,59,256,
20161115T133021.735895,256,65,16384,1,58339,58339,0,15331,59,256,65,16640,1,58596,58596,0,
20160817T023123.274957,1,60138,60138,0,15338,59,256,65,18432,1,60395,60395,0,15339,59,256,
20161115T155525.735895,256,65,20736,1,62708,62708,0,15348,59,256,65,20992,1,62965,62965,0,
20160817T023157.274957,1,64507,64507,0,15355,59,256,65,22784,1,64764,64764,0,15356,59,256,
20161115T182029.743707,256,65,25088,1,1285,1285,0,15365,60,256,65,25344,1,1542,1542,0,
20160817T023231.274957,1,3084,3084,0,15372,60,256,65,27136,1,3341,3341,0,15373,60,256,
20161115T204533.743707,256,65,29440,1,5654,5654,0,15382,60,256,65,29696,1,5911,5911,0,
20160817T023305.274957,1,7453,7453,0,15389,60,256,65,31488,1,7710,7710,0,15390,60,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T023323.274957,1,9766,9766,0,15398,60,256,65,33792,1,10023,10023,0,15399,60,256,
20161116T002725.743707,256,65,36096,1,12336,12336,0,15408,60,256,65,36352,1,12593,12593,0,
20160817T023357.274957,1,14135,14135,0,15415,60,256,65,38144,1,14392,14392,0,15416,60,256,
20161116T025229.743707,256,65,40448,1,16705,16705,0,15425,60,256,65,40704,1,16962,16962,0,
20160817T023431.274957,1,18504,18504,0,15432,60,256,65,42496,1,18761,18761,0,15433,60,256,
20161116T051733.743707,256,65,44800,1,21074,21074,0,15442,60,256,65,45056,1,21331,21331,0,
20160817T023505.274957,1,22873,22873,0,15449,60,256,65,46848,1,23130,23130,0,15450,60,256,
20161116T074237.743707,256,65,49152,1,25443,25443,0,15459,60,256,65,49408,1,25700,25700,0,
20160817T023539.274957,1,27242,27242,0,15466,60,256,65,51200,1,27499,27499,0,15467,60,256,
20161116T100741.743707,256,65,53504,1,29812,29812,0,15476,60,256,65,53760,1,30069,30069,0,
20160817T023613.274957,1,31611,31611,0,15483,60,256,65,55552,1,31868,31868,0,15484,60,256,
20161116T123245.743707,256,65,57856,1,34181,34181,0,15493,60,256,65,58112,1,34438,34438,0,
20160817T023647.274957,1,35980,35980,0,15500,60,256,65,59904,1,36237,36237,0,15501,60,256,
20161116T145749.743707,256,65,62208,1,38550,38550,0,15510,60,256,65,62464,1,38807,38807,0,
20160817T023721.274957,1,40349,40349,0,15517,60,256,65,64256,1,40606,40606,0,15518,60,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T023739.274957,1,42662,42662,0,15526,60,256,66,1024,1,42919,42919,0,15527,60,256,
20161116T183941.743707,256,66,3328,1,45232,45232,0,15536,60,256,66,3584,1,45489,45489,0,
20160817T023813.274957,1,47031,47031,0,15543,60,256,66,5376,1,47288,47288,0,15544,60,256,
20161116T210445.743707,256,66,7680,1,49601,49601,0,15553,60,256,66,7936,1,49858,49858,0,
20160817T023847.274957,1,51400,51400,0,15560,60,256,66,9728,1,51657,51657,0,15561,60,256,
20161116T232949.743707,256,66,12032,1,53970,53970,0,15570,60,256,66,12288,1,54227,54227,0,
20160817T023921.274957,1,55769,55769,0,15577,60,256,66,14080,1,56026,56026,0,15578,60,256,
20161117T015453.743707,256,66,16384,1,58339,58339,0,15587,60,256,66,16640,1,58596,58596,0,
20160817T023955.274957,1,60138,60138,0,15594,60,256,66,18432,1,60395,60395,0,15595,60,256,
20161117T041957.743707,256,66,20736,1,62708,62708,0,15604,60,256,66,20992,1,62965,62965,0,
20160817T024029.274957,1,64507,64507,0,15611,60,256,66,22784,1,64764,64764,0,15612,60,256,
20161117T064501.751519,256,66,25088,1,1285,1285,0,15621,61,256,66,25344,1,1542,1542,0,
20160817T024103.274957,1,3084,3084,0,15628,61,256,66,27136,1,3341,3341,0,15629,61,256,
20161117T091005.751519,256,66,29440,1,5654,5654,0,15638,61,256,66,29696,1,5911,5911,0,
20160817T024137.274957,1,7453,7453,0,15645,61,256,66,31488,1,7710,7710,0,15646,61,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T024155.274957,1,9766,9766,0,15654,61,256,66,33792,1,10023,10023,0,15655,61,256,
20161117T125157.751519,256,66,36096,1,12336,12336,0,15664,61,256,66,36352,1,12593,12593,0,
20160817T024229.274957,1,14135,14135,0,15671,61,256,66,38144,1,14392,14392,0,15672,61,256,
20161117T151701.751519,256,66,40448,1,16705,16705,0,15681,61,256,66,40704,1,16962,16962,0,
20160817T024303.274957,1,18504,18504,0,15688,61,256,66,42496,1,18761,18761,0,15689,61,256,
20161117T174205.751519,256,66,44800,1,21074,21074,0,15698,61,256,66,45056,1,21331,21331,0,
20160817T024337.274957,1,22873,22873,0,15705,61,256,66,46848,1,23130,23130,0,15706,61,256,
20161117T200709.751519,256,66,49152,1,25443,25443,0,15715,61,256,66,49408,1,25700,25700,0,
20160817T024411.274957,1,27242,27242,0,15722,61,256,66,51200,1,27499,27499,0,15723,61,256,
20161117T223213.751519,256,66,53504,1,29812,29812,0,15732,61,256,66,53760,1,30069,30069,0,
20160817T024445.274957,1,31611,31611,0,15739,61,256,66,55552,1,31868,31868,0,15740,61,256,
20161118T005717.751519,256,66,57856,1,34181,34181,0,15749,61,256,66,58112,1,34438,34438,0,
20160817T024519.274957,1,35980,35980,0,15756,61,256,66,59904,1,36237,36237,0,15757,61,256,
20161118T032221.751519,256,66,62208,1,38550,38550,0,15766,61,256,66,62464,1,38807,38807,0,
20160817T024553.274957,1,40349,40349,0,15773,61,256,66,64256,1,40606,40606,0,15774,61,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T024611.274957,1,42662,42662,0,15782,61,256,67,1024,1,42919,42919,0,15783,61,256,
20161118T070413.751519,256,67,3328,1,45232,45232,0,15792,61,256,67,3584,1,45489,45489,0,
20160817T024645.274957,1,47031,47031,0,15799,61,256,67,5376,1,47288,47288,0,15800,61,256,
20161118T092917.751519,256,67,7680,1,49601,49601,0,15809,61,256,67,7936,1,49858,49858,0,
20160817T024719.274957,1,51400,51400,0,15816,61,256,67,9728,1,51657,51657,0,15817,61,256,
20161118T115421.751519,256,67,12032,1,53970,53970,0,15826,61,256,67,12288,1,54227,54227,0,
20160817T024753.274957,1,55769,55769,0,15833,61,256,67,14080,1,56026,56026,0,15834,61,256,
20161118T141925.751519,256,67,16384,1,58339,58339,0,15843,61,256,67,16640,1,58596,58596,0,
20160817T024827.274957,1,60138,60138,0,15850,61,256,67,18432,1,60395,60395,0,15851,61,256,
20161118T164429.751519,256,67,20736,1,62708,62708,0,15860,61,256,67,20992,1,62965,62965,0,
20160817T024901.274957,1,64507,64507,0,15867,61,256,67,22784,1,64764,64764,0,15868,61,256,
20161118T190933.759332,256,67,25088,1,1285,1285,0,15877,62,256,67,25344,1,1542,1542,0,
20160817T024935.274957,1,3084,3084,0,15884,62,256,67,27136,1,3341,3341,0,15885,62,256,
20161118T213437.759332,256,67,29440,1,5654,5654,0,15894,62,256,67,29696,1,5911,5911,0,
20160817T025009.274957,1,7453,7453,0,15901,62,256,67,31488,1,7710,7710,0,15902,62,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T025027.274957,1,9766,9766,0,15910,62,256,67,33792,1,10023,10023,0,15911,62,256,
20161119T011629.759332,256,67,36096,1,12336,12336,0,15920,62,256,67,36352,1,12593,12593,0,
20160817T025101.274957,1,14135,14135,0,15927,62,256,67,38144,1,14392,14392,0,15928,62,256,
20161119T034133.759332,256,67,40448,1,16705,16705,0,15937,62,256,67,40704,1,16962,16962,0,
20160817T025135.274957,1,18504,18504,0,15944,62,256,67,42496,1,18761,18761,0,15945,62,256,
20161119T060637.759332,256,67,44800,1,21074,21074,0,15954,62,256,67,45056,1,21331,21331,0,
20160817T025209.274957,1,22873,22873,0,15961,62,256,67,46848,1,23130,23130,0,15962,62,256,
20161119T083141.759332,256,67,49152,1,25443,25443,0,15971,62,256,67,49408,1,25700,25700,0,
20160817T025243.274957,1,27242,27242,0,15978,62,256,67,51200,1,27499,27499,0,15979,62,256,
20161119T105645.759332,256,67,53504,1,29812,29812,0,15988,62,256,67,53760,1,30069,30069,0,
20160817T025317.274957,1,31611,31611,0,15995,62,256,67,55552,1,31868,31868,0,15996,62,256,
20161119T132149.759332,256,67,57856,1,34181,34181,0,16005,62,256,67,58112,1,34438,34438,0,
20160817T025351.274957,1,35980,35980,0,16012,62,256,67,59904,1,36237,36237,0,16013,62,256,
20161119T154653.759332,256,67,62208,1,38550,38550,0,16022,62,256,67,62464,1,38807,38807,0,
20160817T025425.274957,1,40349,40349,0,16029,62,256,67,64256,1,40606,40606,0,16030,62,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T025443.274957,1,42662,42662,0,16038,62,256,68,1024,1,42919,42919,0,16039,62,256,
20161119T192845.759332,256,68,3328,1,45232,45232,0,16048,62,256,68,3584,1,45489,45489,0,
20160817T025517.274957,1,47031,47031,0,16055,62,256,68,5376,1,47288,47288,0,16056,62,256,
20161119T215349.759332,256,68,7680,1,49601,49601,0,16065,62,256,68,7936,1,49858,49858,0,
20160817T025551.274957,1,51400,51400,0,16072,62,256,68,9728,1,51657,51657,0,16073,62,256,
20161120T001853.759332,256,68,12032,1,53970,53970,0,16082,62,256,68,12288,1,54227,54227,0,
20160817T025625.274957,1,55769,55769,0,16089,62,256,68,14080,1,56026,56026,0,16090,62,256,
20161120T024357.759332,256,68,16384,1,58339,58339,0,16099,62,256,68,16640,1,58596,58596,0,
20160817T025659.274957,1,60138,60138,0,16106,62,256,68,18432,1,60395,60395,0,16107,62,256,
20161120T050901.759332,256,68,20736,1,62708,62708,0,16116,62,256,68,20992,1,62965,62965,0,
20160817T025733.274957,1,64507,64507,0,16123,62,256,68,22784,1,64764,64764,0,16124,62,256,
20161120T073405.767145,256,68,25088,1,1285,1285,0,16133,63,256,68,25344,1,1542,1542,0,
20160817T025807.274957,1,3084,3084,0,16140,63,256,68,27136,1,3341,3341,0,16141,63,256,
20161120T095909.767145,256,68,29440,1,5654,5654,0,16150,63,256,68,29696,1,5911,5911,0,
20160817T025841.274957,1,7453,7453,0,16157,63,256,68,31488,1,7710,7710,0,16158,63,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T025859.274957,1,9766,9766,0,16166,63,256,68,33792,1,10023,10023,0,16167,63,256,
20161120T134101.767145,256,68,36096,1,12336,12336,0,16176,63,256,68,36352,1,12593,12593,0,
20160817T025933.274957,1,14135,14135,0,16183,63,256,68,38144,1,14392,14392,0,16184,63,256,
20161120T160605.767145,256,68,40448,1,16705,16705,0,16193,63,256,68,40704,1,16962,16962,0,
20160817T030007.274957,1,18504,18504,0,16200,63,256,68,42496,1,18761,18761,0,16201,63,256,
20161120T183109.767145,256,68,44800,1,21074,21074,0,16210,63,256,68,45056,1,21331,21331,0,
20160817T030041.274957,1,22873,22873,0,16217,63,256,68,46848,1,23130,23130,0,16218,63,256,
20161120T205613.767145,256,68,49152,1,25443,25443,0,16227,63,256,68,49408,1,25700,25700,0,
20160817T030115.274957,1,27242,27242,0,16234,63,256,68,51200,1,27499,27499,0,16235,63,256,
20161120T232117.767145,256,68,53504,1,29812,29812,0,16244,63,256,68,53760,1,30069,30069,0,
20160817T030149.274957,1,31611,31611,0,16251,63,256,68,55552,1,31868,31868,0,16252,63,256,
20161121T014621.767145,256,68,57856,1,34181,34181,0,16261,63,256,68,58112,1,34438,34438,0,
20160817T030223.274957,1,35980,35980,0,16268,63,256,68,59904,1,36237,36237,0,16269,63,256,
20161121T041125.767145,256,68,62208,1,38550,38550,0,16278,63,256,68,62464,1,38807,38807,0,
20160817T030257.274957,1,40349,40349,0,16285,63,256,68,64256,1,40606,40606,0,16286,63,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T030315.274957,1,42662,42662,0,16294,63,256,69,1024,1,42919,42919,0,16295,63,256,
20161121T075317.767145,256,69,3328,1,45232,45232,0,16304,63,256,69,3584,1,45489,45489,0,
20160817T030349.274957,1,47031,47031,0,16311,63,256,69,5376,1,47288,47288,0,16312,63,256,
20161121T101821.767145,256,69,7680,1,49601,49601,0,16321,63,256,69,7936,1,49858,49858,0,
20160817T030423.274957,1,51400,51400,0,16328,63,256,69,9728,1,51657,51657,0,16329,63,256,
20161121T124325.767145,256,69,12032,1,53970,53970,0,16338,63,256,69,12288,1,54227,54227,0,
20160817T030457.274957,1,55769,55769,0,16345,63,256,69,14080,1,56026,56026,0,16346,63,256,
20161121T150829.767145,256,69,16384,1,58339,58339,0,16355,63,256,69,16640,1,58596,58596,0,
20160817T030531.274957,1,60138,60138,0,16362,63,256,69,18432,1,60395,60395,0,16363,63,256,
20161121T173333.767145,256,69,20736,1,62708,62708,0,16372,63,256,69,20992,1,62965,62965,0,
20160817T030605.274957,1,64507,64507,0,16379,63,256,69,22784,1,64764,64764,0,16380,63,256,
20161121T195837.774957,256,69,25088,1,1285,1285,0,16389,64,256,69,25344,1,1542,1542,0,
20160817T030639.274957,1,3084,3084,0,16396,64,256,69,27136,1,3341,3341,0,16397,64,256,
20161121T222341.774957,256,69,29440,1,5654,5654,0,16406,64,256,69,29696,1,5911,5911,0,
20160817T030713.274957,1,7453,7453,0,16413,64,256,69,31488,1,7710,7710,0,16414,64,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T030731.274957,1,9766,9766,0,16422,64,256,69,33792,1,10023,10023,0,16423,64,256,
20161122T020533.774957,256,69,36096,1,12336,12336,0,16432,64,256,69,36352,1,12593,12593,0,
20160817T030805.274957,1,14135,14135,0,16439,64,256,69,38144,1,14392,14392,0,16440,64,256,
20161122T043037.774957,256,69,40448,1,16705,16705,0,16449,64,256,69,40704,1,16962,16962,0,
20160817T030839.274957,1,18504,18504,0,16456,64,256,69,42496,1,18761,18761,0,16457,64,256,
20161122T065541.774957,256,69,44800,1,21074,21074,0,16466,64,256,69,45056,1,21331,21331,0,
20160817T030913.274957,1,22873,22873,0,16473,64,256,69,46848,1,23130,23130,0,16474,64,256,
20161122T092045.774957,256,69,49152,1,25443,25443,0,16483,64,256,69,49408,1,25700,25700,0,
20160817T030947.274957,1,27242,27242,0,16490,64,256,69,51200,1,27499,27499,0,16491,64,256,
20161122T114549.774957,256,69,53504,1,29812,29812,0,16500,64,256,69,53760,1,30069,30069,0,
20160817T031021.274957,1,31611,31611,0,16507,64,256,69,55552,1,31868,31868,0,16508,64,256,
20161122T141053.774957,256,69,57856,1,34181,34181,0,16517,64,256,69,58112,1,34438,34438,0,
20160817T031055.274957,1,35980,35980,0,16524,64,256,69,59904,1,36237,36237,0,16525,64,256,
20161122T163557.774957,256,69,62208,1,38550,38550,0,16534,64,256,69,62464,1,38807,38807,0,
20160817T031129.274957,1,40349,40349,0,16541,64,256,69,64256,1,40606,40606,0,16542,64,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T031147.274957,1,42662,42662,0,16550,64,256,70,1024,1,42919,42919,0,16551,64,256,
20161122T201749.774957,256,70,3328,1,45232,45232,0,16560,64,256,70,3584,1,45489,45489,0,
20160817T031221.274957,1,47031,47031,0,16567,64,256,70,5376,1,47288,47288,0,16568,64,256,
20161122T224253.774957,256,70,7680,1,49601,49601,0,16577,64,256,70,7936,1,49858,49858,0,
20160817T031255.274957,1,51400,51400,0,16584,64,256,70,9728,1,51657,51657,0,16585,64,256,
20161123T010757.774957,256,70,12032,1,53970,53970,0,16594,64,256,70,12288,1,54227,54227,0,
20160817T031329.274957,1,55769,55769,0,16601,64,256,70,14080,1,56026,56026,0,16602,64,256,
20161123T033301.774957,256,70,16384,1,58339,58339,0,16611,64,256,70,16640,1,58596,58596,0,
20160817T031403.274957,1,60138,60138,0,16618,64,256,70,18432,1,60395,60395,0,16619,64,256,
20161123T055805.774957,256,70,20736,1,62708,62708,0,16628,64,256,70,20992,1,62965,62965,0,
20160817T031437.274957,1,64507,64507,0,16635,64,256,70,22784,1,64764,64764,0,16636,64,256,
20161123T082309.782769,256,70,25088,1,1285,1285,0,16645,65,256,70,25344,1,1542,1542,0,
20160817T031511.274957,1,3084,3084,0,16652,65,256,70,27136,1,3341,3341,0,16653,65,256,
20161123T104813.782769,256,70,29440,1,5654,5654,0,16662,65,256,70,29696,1,5911,5911,0,
20160817T031545.274957,1,7453,7453,0,16669,65,256,70,31488,1,7710,7710,0,16670,65,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T031603.274957,1,9766,9766,0,16678,65,256,70,33792,1,10023,10023,0,16679,65,256,
20161123T143005.782769,256,70,36096,1,12336,12336,0,16688,65,256,70,36352,1,12593,12593,0,
20160817T031637.274957,1,14135,14135,0,16695,65,256,70,38144,1,14392,14392,0,16696,65,256,
20161123T165509.782769,256,70,40448,1,16705,16705,0,16705,65,256,70,40704,1,16962,16962,0,
20160817T031711.274957,1,18504,18504,0,16712,65,256,70,42496,1,18761,18761,0,16713,65,256,
20161123T192013.782769,256,70,44800,1,21074,21074,0,16722,65,256,70,45056,1,21331,21331,0,
20160817T031745.274957,1,22873,22873,0,16729,65,256,70,46848,1,23130,23130,0,16730,65,256,
20161123T214517.782769,256,70,49152,1,25443,25443,0,16739,65,256,70,49408,1,25700,25700,0,
20160817T031819.274957,1,27242,27242,0,16746,65,256,70,51200,1,27499,27499,0,16747,65,256,
20161124T001021.782769,256,70,53504,1,29812,29812,0,16756,65,256,70,53760,1,30069,30069,0,
20160817T031853.274957,1,31611,31611,0,16763,65,256,70,55552,1,31868,31868,0,16764,65,256,
20161124T023525.782769,256,70,57856,1,34181,34181,0,16773,65,256,70,58112,1,34438,34438,0,
20160817T031927.274957,1,35980,35980,0,16780,65,256,70,59904,1,36237,36237,0,16781,65,256,
20161124T050029.782769,256,70,62208,1,38550,38550,0,16790,65,256,70,62464,1,38807,38807,0,
20160817T032001.274957,1,40349,40349,0,16797,65,256,70,64256,1,40606,40606,0,16798,65,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T032019.274957,1,42662,42662,0,16806,65,256,71,1024,1,42919,42919,0,16807,65,256,
20161124T084221.782769,256,71,3328,1,45232,45232,0,16816,65,256,71,3584,1,45489,45489,0,
20160817T032053.274957,1,47031,47031,0,16823,65,256,71,5376,1,47288,47288,0,16824,65,256,
20161124T110725.782769,256,71,7680,1,49601,49601,0,16833,65,256,71,7936,1,49858,49858,0,
20160817T032127.274957,1,51400,51400,0,16840,65,256,71,9728,1,51657,51657,0,16841,65,256,
20161124T133229.782769,256,71,12032,1,53970,53970,0,16850,65,256,71,12288,1,54227,54227,0,
20160817T032201.274957,1,55769,55769,0,16857,65,256,71,14080,1,56026,56026,0,16858,65,256,
20161124T155733.782769,256,71,16384,1,58339,58339,0,16867,65,256,71,16640,1,58596,58596,0,
20160817T032235.274957,1,60138,60138,0,16874,65,256,71,18432,1,60395,60395,0,16875,65,256,
20161124T182237.782769,256,71,20736,1,62708,62708,0,16884,65,256,71,20992,1,62965,62965,0,
20160817T032309.274957,1,64507,64507,0,16891,65,256,71,22784,1,64764,64764,0,16892,65,256,
20161124T204741.790582,256,71,25088,1,1285,1285,0,16901,66,256,71,25344,1,1542,1542,0,
20160817T032343.274957,1,3084,3084,0,16908,66,256,71,27136,1,3341,3341,0,16909,66,256,
20161124T231245.790582,256,71,29440,1,5654,5654,0,16918,66,256,71,29696,1,5911,5911,0,
20160817T032417.274957,1,7453,7453,0,16925,66,256,71,31488,1,7710,7710,0,16926,66,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T032435.274957,1,9766,9766,0,16934,66,256,71,33792,1,10023,10023,0,16935,66,256,
20161125T025437.790582,256,71,36096,1,12336,12336,0,16944,66,256,71,36352,1,12593,12593,0,
20160817T032509.274957,1,14135,14135,0,16951,66,256,71,38144,1,14392,14392,0,16952,66,256,
20161125T051941.790582,256,71,40448,1,16705,16705,0,16961,66,256,71,40704,1,16962,16962,0,
20160817T032543.274957,1,18504,18504,0,16968,66,256,71,42496,1,18761,18761,0,16969,66,256,
20161125T074445.790582,256,71,44800,1,21074,21074,0,16978,66,256,71,45056,1,21331,21331,0,
20160817T032617.274957,1,22873,22873,0,16985,66,256,71,46848,1,23130,23130,0,16986,66,256,
20161125T100949.790582,256,71,49152,1,25443,25443,0,16995,66,256,71,49408,1,25700,25700,0,
20160817T032651.274957,1,27242,27242,0,17002,66,256,71,51200,1,27499,27499,0,17003,66,256,
20161125T123453.790582,256,71,53504,1,29812,29812,0,17012,66,256,71,53760,1,30069,30069,0,
20160817T032725.274957,1,31611,31611,0,17019,66,256,71,55552,1,31868,31868,0,17020,66,256,
20161125T145957.790582,256,71,57856,1,34181,34181,0,17029,66,256,71,58112,1,34438,34438,0,
20160817T032759.274957,1,35980,35980,0,17036,66,256,71,59904,1,36237,36237,0,17037,66,256,
20161125T172501.790582,256,71,62208,1,38550,38550,0,17046,66,256,71,62464,1,38807,38807,0,
20160817T032833.274957,1,40349,40349,0,17053,66,256,71,64256,1,40606,40606,0,17054,66,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T032851.274957,1,42662,42662,0,17062,66,256,72,1024,1,42919,42919,0,17063,66,256,
20161125T210653.790582,256,72,3328,1,45232,45232,0,17072,66,256,72,3584,1,45489,45489,0,
20160817T032925.274957,1,47031,47031,0,17079,66,256,72,5376,1,47288,47288,0,17080,66,256,
20161125T233157.790582,256,72,7680,1,49601,49601,0,17089,66,256,72,7936,1,49858,49858,0,
20160817T032959.274957,1,51400,51400,0,17096,66,256,72,9728,1,51657,51657,0,17097,66,256,
20161126T015701.790582,256,72,12032,1,53970,53970,0,17106,66,256,72,12288,1,54227,54227,0,
20160817T033033.274957,1,55769,55769,0,17113,66,256,72,14080,1,56026,56026,0,17114,66,256,
20161126T042205.790582,256,72,16384,1,58339,58339,0,17123,66,256,72,16640,1,58596,58596,0,
20160817T033107.274957,1,60138,60138,0,17130,66,256,72,18432,1,60395,60395,0,17131,66,256,
20161126T064709.790582,256,72,20736,1,62708,62708,0,17140,66,256,72,20992,1,62965,62965,0,
20160817T033141.274957,1,64507,64507,0,17147,66,256,72,22784,1,64764,64764,0,17148,66,256,
